"y"	"x1"	"x2"
"1"	30.3700199158875	4.82605747693741	23.2355478233374
"2"	29.8162893499334	3.95218080810034	21.7240057929674
"3"	28.5359651947405	2.13355803349161	21.110636754041
"4"	30.8460153707688	5.78502024679927	22.338040011348
"5"	29.7923943061406	3.67727930689098	22.8009081603042
"6"	30.5680861140901	3.77728632477372	21.271525483514
"7"	29.1360072406934	3.18006132228575	21.8128550024994
"8"	30.2783361497942	3.86260713631635	22.5349743548415
"9"	28.4350589643983	1.69928240381691	20.5739934995482
"10"	29.7105463733729	4.27449706393795	22.3955523276538
"11"	29.6103626414154	3.39004614225536	21.9018374843966
"12"	29.2332025067801	3.31410939579473	20.7890302731994
"13"	30.3231009083685	4.56632162326111	22.1458352585129
"14"	30.3049276653971	5.58320196938196	22.874562045215
"15"	28.7347494098636	2.68067652893439	19.7495716383093
"16"	32.5138744990412	6.11219327972287	23.5553940153997
"17"	28.763874422015	2.52223570748138	22.4469629578074
"18"	30.7599830714367	4.18251552698143	20.8962518564699
"19"	29.5635418753336	3.17353025924262	20.5074022300079
"20"	29.2019891010594	3.54171837508398	22.124452236859
"21"	27.6034973407222	2.07672053707615	20.7353817972445
"22"	31.0456804125736	4.65956312816581	23.5623271920774
"23"	28.7854097739814	2.20034313486913	20.7689388054729
"24"	28.2207371915846	2.01099509891643	20.5413870948547
"25"	30.3984696187145	4.00747157807458	21.5574669987727
"26"	32.5695949247878	6.197521237194	23.8001876641215
"27"	29.9111347266988	3.26431210391213	21.5544910632205
"28"	31.3551479233679	4.03921122043082	22.2132357338739
"29"	29.3694542929961	2.66101248632026	21.899604279056
"30"	30.2516325046038	4.0296608812983	20.8833515877273
"31"	29.950079339052	3.11962978446411	20.9329958029705
"32"	30.1501587254562	3.88392444686389	21.0678822826358
"33"	28.8434118971789	3.00965405167083	21.2684074858905
"34"	30.8494575959554	4.16165431098803	21.7290851033548
"35"	30.7579881582452	4.31977852282863	23.0435220387273
"36"	30.0296294510454	4.51618660271126	23.0842017055805
"37"	31.7319043417213	5.35806902427129	23.5565407805916
"38"	30.61715227595	4.78902258353891	23.0316150808028
"39"	31.1148559131546	4.10793096801966	22.2851429389986
"40"	30.1509122568225	4.02110612887207	22.5142571848576
"41"	30.8502013864823	4.45545261267767	21.6860292371717
"42"	31.8827801266512	5.71401176038104	23.6645700109136
"43"	30.9191865095842	5.37809488359359	21.892769413181
"44"	28.4474516886729	2.17459926510389	20.266631196289
"45"	29.2278846884924	3.04679915779933	22.1040868613104
"46"	27.8962976640742	2.1354322394055	20.6442260871084
"47"	30.3545369337451	4.44532292398302	21.9993360570202
"48"	30.6154934026219	3.85488320899392	21.7671127038596
"49"	30.6849197013088	4.00191925840701	21.7958153277674
"50"	31.4428334215709	5.08543626891646	22.6714906307831
"51"	31.0102351339172	4.26574025965381	23.0110033407814
"52"	28.6845485353392	1.96968481035329	19.7820145042251
"53"	29.3684477688521	4.29991435234441	23.9252377708524
"54"	29.1659875972708	2.26674226806814	21.1815898688308
"55"	31.8772190534183	4.32566946454042	22.6219289174417
"56"	31.9763915280336	5.32896503155165	24.0086377020075
"57"	30.0970188608725	4.62891435946791	22.1184123386149
"58"	29.4976130126027	2.89080600734036	21.1055570869046
"59"	28.9453467045497	2.61773158373553	21.4138800800192
"60"	28.4475049239109	2.367038269039	20.7102970660557
"61"	31.622971573068	5.03304345003525	24.2050515562331
"62"	28.7267051383114	1.69154395898105	20.1426671916234
"63"	29.888016480262	4.55857135186402	23.4907223713783
"64"	30.2537272964159	4.19119281886069	21.0749651766944
"65"	29.0209339068898	4.13416937727307	21.4545187801911
"66"	30.2846717456846	5.09003821679002	22.8177352927984
"67"	31.2368377175498	5.87398278241625	24.2822963104687
"68"	31.2064264408197	4.220512557885	21.8392267528519
